objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,Shape__Area,Shape__Length
2400,06,075,025501,1,060750255011,Block Group 1,G5030,S,138167,0,+37.7246691,-122.4411295,1.41202813210839E-05,0.016778134890008
2401,06,075,047902,1,060750479021,Block Group 1,G5030,S,141438,0,+37.7790805,-122.5037771,1.4464897049038E-05,0.0162873047021793
2402,06,075,047903,2,060750479032,Block Group 2,G5030,S,156981,0,+37.7754213,-122.5037414,1.60539020725992E-05,0.0160678275248767
2403,06,075,047903,3,060750479033,Block Group 3,G5030,S,117543,0,+37.7752493,-122.5074883,1.20207168947672E-05,0.0139125524166389
2404,06,075,047904,2,060750479042,Block Group 2,G5030,S,137216,0,+37.7726954,-122.5019299,1.40320917125791E-05,0.0187495918515312
2405,06,075,047902,2,060750479022,Block Group 2,G5030,S,121010,0,+37.7793802,-122.5002669,1.23760337373824E-05,0.0141381366440963
2406,06,075,061503,2,060750615032,Block Group 2,G5030,S,53278,0,+37.7858045,-122.3948210,5.44925978829269E-06,0.00961668358432621
2407,06,075,047903,1,060750479031,Block Group 1,G5030,S,117609,0,+37.7755922,-122.4999920,1.20275271910941E-05,0.013914263794616
2408,06,075,035101,3,060750351013,Block Group 3,G5030,S,126275,0,+37.7597848,-122.4992014,1.29110057969228E-05,0.0175403818366161
2409,06,075,035101,2,060750351012,Block Group 2,G5030,S,125778,0,+37.7616492,-122.4993333,1.28606448015489E-05,0.0175285168995356
2410,06,075,061506,1,060750615061,Block Group 1,G5030,S,70797,0,+37.7878274,-122.3899380,7.24127175999456E-06,0.0141555826323554
2411,06,075,061506,2,060750615062,Block Group 2,G5030,S,20936,0,+37.7877256,-122.3923886,2.1413734430098E-06,0.00617609223182228
2412,06,075,061505,1,060750615051,Block Group 1,G5030,S,21283,0,+37.7891027,-122.3906438,2.17694514503819E-06,0.00621107383667155
2413,06,075,061504,2,060750615042,Block Group 2,G5030,S,12264,0,+37.7860022,-122.3922063,1.25437736642198E-06,0.00426706727710811
2414,06,075,010402,2,060750104022,Block Group 2,G5030,S,74855,0,+37.8020031,-122.4050779,7.65783897804795E-06,0.0134404336954621
2415,06,075,025501,3,060750255013,Block Group 3,G5030,S,90551,0,+37.7251607,-122.4363669,9.25406538954121E-06,0.0129496897885799
2416,06,075,023300,2,060750233002,Block Group 2,G5030,S,494027,0,+37.7266494,-122.3976388,5.04896070196992E-05,0.0276875620525085
2417,06,075,033002,2,060750330022,Block Group 2,G5030,S,174920,0,+37.7400406,-122.4803442,1.78800664798473E-05,0.0229212332782134
2418,06,075,030102,3,060750301023,Block Group 3,G5030,S,487531,0,+37.7592247,-122.4589488,4.98472318213317E-05,0.0423313678885053
2419,06,075,060701,3,060750607013,Block Group 3,G5030,S,849168,742331,+37.7743713,-122.3835948,0.000162753818131023,0.0834958631873475
2420,06,075,025502,2,060750255022,Block Group 2,G5030,S,237105,0,+37.7287258,-122.4361613,2.4232831037807E-05,0.0230287574256289
2421,06,075,012204,2,060750122042,Block Group 2,G5030,S,15411,0,+37.7859473,-122.4155327,1.57625390784233E-06,0.00522122051462735
2422,06,001,432300,3,060014323003,Block Group 3,G5030,S,652679,0,+37.7290114,-122.1650384,6.6706204052025E-05,0.0402568465455029
2423,06,001,432400,1,060014324001,Block Group 1,G5030,S,1887043,0,+37.7140974,-122.1786624,0.000192824304122041,0.064209362771937
2424,06,001,432400,2,060014324002,Block Group 2,G5030,S,1199126,0,+37.7021747,-122.1787492,0.000122511456538632,0.0528202956314897
2425,06,001,432400,3,060014324003,Block Group 3,G5030,S,3355078,1844725,+37.7080775,-122.1972087,0.000531296288500016,0.130567117548317
2426,06,001,436900,3,060014369003,Block Group 3,G5030,S,319224,0,+37.6567344,-122.1092808,3.2594648473605E-05,0.0246887838205809
2427,06,001,436900,4,060014369004,Block Group 4,G5030,S,395253,0,+37.6628065,-122.1135101,4.0361063383898E-05,0.0273193152206587
2428,06,075,012502,3,060750125023,Block Group 3,G5030,S,15305,0,+37.7835728,-122.4116811,1.56532678374788E-06,0.00520897708175179
2429,06,075,016400,3,060750164003,Block Group 3,G5030,S,123071,0,+37.7754158,-122.4344832,1.25860965454194E-05,0.0142316743440847
2430,06,075,035101,1,060750351011,Block Group 1,G5030,S,130345,0,+37.7635435,-122.4994600,1.33276871565613E-05,0.0176736240173847
2431,06,075,016101,2,060750161012,Block Group 2,G5030,S,61251,0,+37.7804952,-122.4321461,6.26433575234842E-06,0.0104080441815547
2432,06,075,015401,2,060750154012,Block Group 2,G5030,S,133338,0,+37.7827133,-122.4562149,1.36373487293895E-05,0.0159370981600232
2433,06,075,012801,1,060750128011,Block Group 1,G5030,S,120333,0,+37.7960508,-122.4436467,1.23093982438149E-05,0.0167965585888029
2434,06,075,016000,2,060750160002,Block Group 2,G5030,S,73076,0,+37.7823250,-122.4215893,7.47399917599978E-06,0.0126569053355728
2435,06,075,012403,1,060750124031,Block Group 1,G5030,S,30674,0,+37.7834105,-122.4167036,3.13730515699717E-06,0.00710176996053267
2436,06,075,060701,1,060750607011,Block Group 1,G5030,S,59630,0,+37.7799032,-122.3903972,6.09854305366753E-06,0.0120346792530475
2437,06,075,061506,3,060750615063,Block Group 3,G5030,S,21162,0,+37.7870317,-122.3932672,2.16451735468581E-06,0.00620078417379773
2438,06,075,020801,1,060750208011,Block Group 1,G5030,S,69356,0,+37.7594328,-122.4191486,7.09133428244968E-06,0.0120346802150903
2439,06,075,020402,4,060750204024,Block Group 4,G5030,S,105208,0,+37.7543804,-122.4431378,1.07562254925142E-05,0.0204429824063538
2440,06,075,061508,3,060750615083,Block Group 3,G5030,S,52634,0,+37.7833273,-122.3917310,5.38317908649333E-06,0.0095868624990705
2441,06,075,061502,1,060750615021,Block Group 1,G5030,S,55205,0,+37.7821018,-122.3901473,5.64607671549311E-06,0.0097858812034147
2442,06,075,061508,1,060750615081,Block Group 1,G5030,S,132396,152297,+37.7857520,-122.3863814,2.91181672764651E-05,0.0253376351899196
2443,06,075,061508,2,060750615082,Block Group 2,G5030,S,42913,0,+37.7849295,-122.3897487,4.38909592048731E-06,0.00839204931254007
2444,06,075,017000,4,060750170004,Block Group 4,G5030,S,163276,0,+37.7652224,-122.4386351,1.669546645644E-05,0.0229432728556942
2445,06,075,026202,2,060750262022,Block Group 2,G5030,S,120008,0,+37.7119223,-122.4491089,1.2262413292774E-05,0.0143119648127979
2446,06,075,022704,3,060750227043,Block Group 3,G5030,S,128559,0,+37.7593528,-122.3999568,1.31444344333431E-05,0.014743582327055
2447,06,075,061507,2,060750615072,Block Group 2,G5030,S,30172,77203,+37.7878288,-122.3871973,1.09828329186712E-05,0.0139147952255007
2448,06,075,025502,1,060750255021,Block Group 1,G5030,S,143989,0,+37.7306814,-122.4330034,1.47164905683894E-05,0.0166576514292088
2449,06,075,016601,1,060750166011,Block Group 1,G5030,S,93412,0,+37.7714621,-122.4430407,9.5525178949174E-06,0.0138599410361585
2450,06,075,015900,4,060750159004,Block Group 4,G5030,S,67467,0,+37.7832245,-122.4323123,6.90034585204558E-06,0.01272354751188
2451,06,075,016400,2,060750164002,Block Group 2,G5030,S,64361,0,+37.7751028,-122.4369920,6.58182852930622E-06,0.0110837814672723
2452,06,075,016900,3,060750169003,Block Group 3,G5030,S,72410,0,+37.7675891,-122.4323049,7.40428504286683E-06,0.0111120436832873
2453,06,075,061402,1,060750614021,Block Group 1,G5030,S,138750,0,+37.7588759,-122.3951338,1.41863934004505E-05,0.0182328166409462
2454,06,075,990200,0,060759902000,Block Group 0,G5030,S,0,121097313,+37.8046349,-122.3728663,0.0123892206784149,0.776158502794826
2455,06,075,017000,3,060750170003,Block Group 3,G5030,S,113255,0,+37.7636144,-122.4398598,1.15803795779357E-05,0.0228484846129704
2456,06,075,016102,2,060750161022,Block Group 2,G5030,S,123254,0,+37.7799844,-122.4286658,1.26056984299794E-05,0.0142495371154888
2457,06,075,016102,1,060750161021,Block Group 1,G5030,S,122916,0,+37.7804025,-122.4253740,1.25709966596332E-05,0.0142373242439785
2458,06,075,012503,2,060750125032,Block Group 2,G5030,S,30582,0,+37.7848173,-122.4094137,3.12789825329673E-06,0.00841208703070309
2459,06,075,016300,4,060750163004,Block Group 4,G5030,S,61368,0,+37.7759380,-122.4303779,6.27596364211058E-06,0.0109332692456101
2460,06,075,025502,3,060750255023,Block Group 3,G5030,S,159194,0,+37.7327279,-122.4294954,1.62707101480919E-05,0.0172020086207911
2461,06,075,012801,3,060750128013,Block Group 3,G5030,S,73689,0,+37.7991925,-122.4437061,7.53820086174528E-06,0.0165899083955785
2462,06,075,012801,2,060750128012,Block Group 2,G5030,S,104206,0,+37.7978129,-122.4443176,1.06597913145379E-05,0.0167058432180978
2463,06,075,012202,2,060750122022,Block Group 2,G5030,S,71576,0,+37.7851658,-122.4199128,7.32067292119609E-06,0.0125208405447823
2464,06,075,012302,3,060750123023,Block Group 3,G5030,S,38519,0,+37.7875636,-122.4103748,3.93985146729392E-06,0.0102102406236119
2465,06,075,012301,3,060750123013,Block Group 3,G5030,S,61538,0,+37.7862165,-122.4096835,6.29416263109306E-06,0.0104355486538784
2466,06,075,011700,3,060750117003,Block Group 3,G5030,S,161301,0,+37.7877001,-122.4061841,1.64984758157516E-05,0.0168654756881549
2467,06,075,010402,3,060750104023,Block Group 3,G5030,S,60376,0,+37.8001078,-122.4042205,6.17645855527371E-06,0.0103102229264695
2468,06,075,047904,1,060750479041,Block Group 1,G5030,S,637273,4096057,+37.7824917,-122.5098754,0.000484160272208101,0.119684951612536
2469,06,075,061101,2,060750611012,Block Group 2,G5030,S,157738,0,+37.7956131,-122.4027375,1.61358248078614E-05,0.0164648042167518
2470,06,013,371000,5,060133710005,Block Group 5,G5030,S,190470,0,+37.9360125,-122.3342357,1.95205207091931E-05,0.0177078987302733
2471,06,001,437000,1,060014370001,Block Group 1,G5030,S,441506,0,+37.6470480,-122.0981521,4.50745956186438E-05,0.050733643788638
2472,06,001,437000,2,060014370002,Block Group 2,G5030,S,267504,0,+37.6407855,-122.0996324,2.73078430836904E-05,0.0271097917734945
2473,06,001,437000,3,060014370003,Block Group 3,G5030,S,888244,0,+37.6491066,-122.1038617,9.06852606021857E-05,0.0495647719953899
2474,06,001,441602,1,060014416021,Block Group 1,G5030,S,469276,0,+37.5616438,-122.0211736,4.78552683489397E-05,0.0277496106243929
2475,06,001,441602,2,060014416022,Block Group 2,G5030,S,641358,0,+37.5573467,-122.0185153,6.54004420539422E-05,0.0408614428162074
2476,06,001,441602,3,060014416023,Block Group 3,G5030,S,571447,0,+37.5526852,-122.0243352,5.82678476348519E-05,0.0365377731087831
2477,06,001,450603,1,060014506031,Block Group 1,G5030,S,724127,0,+37.6766828,-121.9067649,7.39566953598114E-05,0.0394482855924257
2478,06,001,450603,2,060014506032,Block Group 2,G5030,S,569287,0,+37.6834551,-121.9079005,5.81477947889653E-05,0.0327651613930892
2479,06,001,450603,3,060014506033,Block Group 3,G5030,S,140901,0,+37.6807349,-121.9131327,1.43914162435976E-05,0.0214262764319577
2480,06,001,450604,2,060014506042,Block Group 2,G5030,S,639375,0,+37.6826184,-121.8789510,6.53061456432624E-05,0.042766553466997
2481,06,001,450604,3,060014506043,Block Group 3,G5030,S,294856,0,+37.6798814,-121.8830392,3.01156642308342E-05,0.0374794575048891
2482,06,013,370000,3,060133700003,Block Group 3,G5030,S,307073,0,+37.9344585,-122.3235372,3.14701055685873E-05,0.0238571123399772
2483,06,013,371000,1,060133710001,Block Group 1,G5030,S,237058,0,+37.9467887,-122.3280225,2.42986461671535E-05,0.0203138223603828
2484,06,013,371000,3,060133710003,Block Group 3,G5030,S,251128,0,+37.9400075,-122.3294611,2.573858228061E-05,0.021280324553833
2485,06,013,371000,4,060133710004,Block Group 4,G5030,S,224255,0,+37.9352321,-122.3293644,2.29827282964834E-05,0.0206165551516704
2486,06,013,372000,1,060133720001,Block Group 1,G5030,S,184192,0,+37.9511151,-122.3372594,1.88807453014306E-05,0.0234692467577451
2487,06,013,372000,2,060133720002,Block Group 2,G5030,S,258841,0,+37.9484050,-122.3362253,2.65321214101277E-05,0.0252039608342367
2488,06,013,372000,3,060133720003,Block Group 3,G5030,S,187075,0,+37.9452645,-122.3326239,1.91749441000866E-05,0.0185206135024167
2489,06,013,372000,4,060133720004,Block Group 4,G5030,S,183066,0,+37.9453606,-122.3382062,1.87639379873872E-05,0.0177488977520461
2490,06,001,407200,1,060014072001,Block Group 1,G5030,S,187460,0,+37.7747982,-122.2153448,1.9170593986928E-05,0.0187422838775525
2491,06,001,403800,1,060014038001,Block Group 1,G5030,S,169922,0,+37.8157941,-122.2363634,1.73865400938666E-05,0.0211843816230248
2492,06,001,403800,2,060014038002,Block Group 2,G5030,S,110445,0,+37.8137422,-122.2418254,1.13006481115008E-05,0.0144210484888128
2493,06,001,403800,3,060014038003,Block Group 3,G5030,S,137664,0,+37.8117793,-122.2457459,1.40852430376981E-05,0.0161064895044854
2494,06,001,407200,2,060014072002,Block Group 2,G5030,S,153168,0,+37.7772385,-122.2179758,1.56644691742258E-05,0.0194158592491862
2495,06,001,438100,3,060014381003,Block Group 3,G5030,S,209940,0,+37.6177473,-122.0381983,2.14249726013804E-05,0.020463596633288
2496,06,001,407200,3,060014072003,Block Group 3,G5030,S,154734,0,+37.7810475,-122.2207426,1.58254215421039E-05,0.0209014837395146
2497,06,001,407200,4,060014072004,Block Group 4,G5030,S,219709,0,+37.7784160,-122.2225230,2.24697587327682E-05,0.0219592733663778
2498,06,001,407300,1,060014073001,Block Group 1,G5030,S,601340,0,+37.7635253,-122.2056091,6.14871546531504E-05,0.04323390061932
2499,06,001,407300,2,060014073002,Block Group 2,G5030,S,1769577,209253,+37.7591937,-122.2107741,0.000202334545519989,0.0815795126606517
2500,06,001,407400,1,060014074001,Block Group 1,G5030,S,231212,0,+37.7701192,-122.2034528,2.36434589169221E-05,0.0198761527680793
2501,06,001,407400,2,060014074002,Block Group 2,G5030,S,151486,0,+37.7710927,-122.2076849,1.54911081153841E-05,0.0162288787682191
2502,06,001,421100,1,060014211001,Block Group 1,G5030,S,311345,0,+37.9010215,-122.2644455,3.18934776259994E-05,0.0285965741713357
2503,06,001,421100,2,060014211002,Block Group 2,G5030,S,434166,0,+37.8982956,-122.2674458,4.44735546807351E-05,0.0323544807033749
2504,06,001,421200,1,060014212001,Block Group 1,G5030,S,251506,2266,+37.9020947,-122.2727096,2.59959292634449E-05,0.02802204403147
2505,06,001,430800,1,060014308001,Block Group 1,G5030,S,261285,0,+37.7026150,-122.0702913,2.66947840827925E-05,0.0248701283875845
2506,06,001,409300,2,060014093002,Block Group 2,G5030,S,194931,0,+37.7374965,-122.1692365,1.99246869669878E-05,0.0276085281260371
2507,06,001,421500,3,060014215003,Block Group 3,G5030,S,484000,0,+37.8877099,-122.2613151,4.95710937684635E-05,0.0486609074661962
2508,06,001,404400,1,060014044001,Block Group 1,G5030,S,2025898,0,+37.8485044,-122.2188872,0.000207383145152562,0.104751867626952
2509,06,001,451300,3,060014513003,Block Group 3,G5030,S,9199660,744296,+37.6834886,-121.8177326,0.0010157635865653,0.164183126141809
2510,06,001,407600,2,060014076002,Block Group 2,G5030,S,187232,0,+37.7794344,-122.2030541,1.91484191418567E-05,0.0181740943021736
2511,06,001,405500,2,060014055002,Block Group 2,G5030,S,96237,0,+37.7973426,-122.2423227,9.84468942988315E-06,0.0135301599978799
2512,06,001,408500,3,060014085003,Block Group 3,G5030,S,124030,0,+37.7574919,-122.1787924,1.26812210510252E-05,0.0158322658353649
2513,06,001,423100,2,060014231002,Block Group 2,G5030,S,157595,0,+37.8660580,-122.2865627,1.61361235768709E-05,0.0225126013023415
2514,06,001,401200,3,060014012003,Block Group 3,G5030,S,189382,0,+37.8257833,-122.2597880,1.93805149137916E-05,0.018269926121912
2515,06,013,375000,2,060133750002,Block Group 2,G5030,S,255165,0,+37.9378789,-122.3506306,2.61513405348524E-05,0.0218143589437978
2516,06,001,437200,1,060014372001,Block Group 1,G5030,S,421418,0,+37.6510527,-122.1152594,4.3025744616898E-05,0.0291486703147233
2517,06,001,437200,2,060014372002,Block Group 2,G5030,S,694779,0,+37.6425852,-122.1084143,7.09275304870971E-05,0.0348639579723388
2518,06,001,437200,3,060014372003,Block Group 3,G5030,S,408789,0,+37.6364154,-122.1059179,4.17284122704586E-05,0.0292877718569968
2519,06,001,437300,1,060014373001,Block Group 1,G5030,S,359840,0,+37.6414860,-122.0938793,3.67322504644108E-05,0.0449104146738942
2520,06,001,441800,1,060014418001,Block Group 1,G5030,S,614536,0,+37.5577621,-121.9985710,6.26651594757277E-05,0.0370790024068957
2521,06,001,441800,2,060014418002,Block Group 2,G5030,S,454625,0,+37.5559026,-121.9924422,4.63578589915414E-05,0.0342095014759602
2522,06,001,450605,1,060014506051,Block Group 1,G5030,S,921462,0,+37.6706949,-121.8775533,9.41038797463989E-05,0.0453683560362258
2523,06,001,450605,2,060014506052,Block Group 2,G5030,S,465243,0,+37.6726695,-121.8839244,4.75138499496097E-05,0.0334501422296685
2524,06,001,450605,3,060014506053,Block Group 3,G5030,S,384105,0,+37.6748281,-121.8903164,3.92289525734668E-05,0.0296849583043507
2525,06,001,450606,1,060014506061,Block Group 1,G5030,S,643079,0,+37.6718092,-121.9039403,6.56748270557728E-05,0.037092923663246
2526,06,001,450606,2,060014506062,Block Group 2,G5030,S,587901,0,+37.6659894,-121.9034314,6.00354592279473E-05,0.0329178476301832
2527,06,013,372000,5,060133720005,Block Group 5,G5030,S,217106,0,+37.9453431,-122.3442083,2.22528260565014E-05,0.0198436875916674
2528,06,013,372000,6,060133720006,Block Group 6,G5030,S,222058,0,+37.9488219,-122.3442045,2.27616833399225E-05,0.0199357999583886
2529,06,013,372000,7,060133720007,Block Group 7,G5030,S,306453,0,+37.9529785,-122.3440692,3.14142744173296E-05,0.0265444240340451
2530,06,013,373000,1,060133730001,Block Group 1,G5030,S,293389,0,+37.9470816,-122.3497610,3.00725182569295E-05,0.0222646901794414
2531,06,013,373000,3,060133730003,Block Group 3,G5030,S,314464,0,+37.9485010,-122.3575957,3.22334017255343E-05,0.0289132560085675
2532,06,013,374000,1,060133740001,Block Group 1,G5030,S,257566,0,+37.9412825,-122.3379890,2.6398603040434E-05,0.0216474190530671
2533,06,013,374000,3,060133740003,Block Group 3,G5030,S,252924,0,+37.9375329,-122.3445349,2.59215044025041E-05,0.0206770510443299
2534,06,013,374000,4,060133740004,Block Group 4,G5030,S,265410,0,+37.9416222,-122.3439872,2.72028973995475E-05,0.0215691434775536
2535,06,013,375000,1,060133750001,Block Group 1,G5030,S,230899,0,+37.9419272,-122.3505537,2.36657151617692E-05,0.0203738024650095
2536,06,001,443322,1,060014433221,Block Group 1,G5030,S,690185,0,+37.4854275,-121.9201020,7.03124533174559E-05,0.038429043450985
2537,06,001,404400,3,060014044003,Block Group 3,G5030,S,1364955,0,+37.8451248,-122.2076170,0.000139718767059094,0.0679836920328683
2538,06,001,432800,2,060014328002,Block Group 2,G5030,S,1193014,0,+37.7220621,-122.1302807,0.000121919006232929,0.0526890458909083
2539,06,041,102203,2,060411022032,Block Group 2,G5030,S,909830,0,+38.1037794,-122.5686094,9.34550339479756E-05,0.0514275574908997
2540,06,041,102203,3,060411022033,Block Group 3,G5030,S,893341,0,+38.1169632,-122.5730628,9.1777450961672E-05,0.0415617698109737
2541,06,001,407600,5,060014076005,Block Group 5,G5030,S,190946,0,+37.7765446,-122.2079969,1.95277034436003E-05,0.0200677661011536
2542,06,001,403800,4,060014038004,Block Group 4,G5030,S,234637,0,+37.8164158,-122.2430377,2.40084955294151E-05,0.0221381868790126
2543,06,001,403900,1,060014039001,Block Group 1,G5030,S,163619,0,+37.8196019,-122.2484272,1.6742847947171E-05,0.0193539307528574
2544,06,001,403900,2,060014039002,Block Group 2,G5030,S,127587,0,+37.8165263,-122.2473696,1.30549988170969E-05,0.0154115182311503
2545,06,001,403900,3,060014039003,Block Group 3,G5030,S,201894,0,+37.8156264,-122.2499360,2.06578529287071E-05,0.025544718867375
2546,06,001,404000,1,060014040001,Block Group 1,G5030,S,78175,0,+37.8208762,-122.2526402,7.9995920714282E-06,0.0126264218003316
2547,06,001,404000,2,060014040002,Block Group 2,G5030,S,236373,0,+37.8243732,-122.2548852,2.41885336436098E-05,0.0217718199855453
2548,06,001,407500,1,060014075001,Block Group 1,G5030,S,112786,0,+37.7706223,-122.1938037,1.15334846668702E-05,0.0183650723540217
2549,06,001,407500,2,060014075002,Block Group 2,G5030,S,233033,0,+37.7678482,-122.1992672,2.3829080419091E-05,0.0217558653272102
2550,06,001,407500,3,060014075003,Block Group 3,G5030,S,148683,0,+37.7712874,-122.1978975,1.52044572132581E-05,0.0175403408114282
2551,06,001,407600,1,060014076001,Block Group 1,G5030,S,240620,0,+37.7815686,-122.1999667,2.46093645728251E-05,0.0206968408663964
2552,06,001,407600,3,060014076003,Block Group 3,G5030,S,205398,0,+37.7745789,-122.2006395,2.10050420719199E-05,0.0237561210080769
2553,06,001,407600,4,060014076004,Block Group 4,G5030,S,198514,0,+37.7748361,-122.2052873,2.03013705686317E-05,0.0189673521324207
2554,06,001,407700,1,060014077001,Block Group 1,G5030,S,298328,0,+37.7743564,-122.1901338,3.05084518004151E-05,0.0250599461691566
2555,06,001,407700,2,060014077002,Block Group 2,G5030,S,202977,0,+37.7754718,-122.1957234,2.07579591915419E-05,0.0183775375146453
2556,06,001,407700,3,060014077003,Block Group 3,G5030,S,209448,0,+37.7791055,-122.1964733,2.14205633710662E-05,0.0232593370286128
2557,06,001,407700,4,060014077004,Block Group 4,G5030,S,203530,0,+37.7780988,-122.1919345,2.08150972866861E-05,0.0189468336013159
2558,06,001,421200,2,060014212002,Block Group 2,G5030,S,495599,0,+37.8932051,-122.2729398,5.0763006129273E-05,0.0336305645483883
2559,06,001,421200,3,060014212003,Block Group 3,G5030,S,291545,0,+37.8970404,-122.2774741,2.98635955005011E-05,0.0298957561056842
2560,06,001,421200,4,060014212004,Block Group 4,G5030,S,276285,0,+37.9003869,-122.2769382,2.83019971902831E-05,0.0428056114810918
2561,06,001,435102,2,060014351022,Block Group 2,G5030,S,1680256,0,+37.6529568,-122.0534131,0.000171554888311221,0.0996647810729007
2562,06,075,030900,7,060750309007,Block Group 7,G5030,S,235669,0,+37.7226587,-122.4737462,2.40843401115853E-05,0.0246850965368423
2563,06,075,035400,2,060750354002,Block Group 2,G5030,S,176514,0,+37.7465100,-122.5033419,1.80445090336434E-05,0.0176530700486599
2564,06,001,435300,3,060014353003,Block Group 3,G5030,S,434948,0,+37.6810595,-122.0577346,4.4424803036236E-05,0.037410705982714
2565,06,001,451505,1,060014515051,Block Group 1,G5030,S,500903,0,+37.6875583,-121.7209297,5.11657631250273E-05,0.0383890812834447
2566,06,013,330000,4,060133300004,Block Group 4,G5030,S,677281,0,+37.9839587,-122.0285091,6.94562177159241E-05,0.0390654357897203
2567,06,013,305000,5,060133050005,Block Group 5,G5030,S,450145,0,+38.0137565,-121.8210471,4.61813783658727E-05,0.0377193653250482
2568,06,013,359103,2,060133591032,Block Group 2,G5030,S,647635,0,+38.0030520,-122.2855878,6.64330873405561E-05,0.0378226867110732
2569,06,013,359102,1,060133591021,Block Group 1,G5030,S,285236,0,+38.0030604,-122.3042240,2.92588720185449E-05,0.0270773265382728
2570,06,013,359102,3,060133591023,Block Group 3,G5030,S,792984,736214,+38.0094986,-122.3060463,0.000156876514665782,0.0546935661851553
2571,06,013,359203,3,060133592033,Block Group 3,G5030,S,1315032,6908,+38.0030516,-122.2557292,0.000135602796945022,0.0673461266869248
2572,06,013,359204,1,060133592041,Block Group 1,G5030,S,1126069,0,+37.9977391,-122.2563986,0.000115501621166914,0.057094934817812
2573,06,013,360102,3,060133601023,Block Group 3,G5030,S,355665,0,+37.9571560,-122.2761490,3.64609504686086E-05,0.0335283907553144
2574,06,013,346204,2,060133462042,Block Group 2,G5030,S,2056804,0,+37.8076634,-121.9292479,0.00021043146671218,0.0828978719092594
2575,06,013,329000,1,060133290001,Block Group 1,G5030,S,641973,0,+38.0006885,-122.0304119,6.58500107419968E-05,0.0359519076841431
2576,06,013,330000,1,060133300001,Block Group 1,G5030,S,352728,0,+37.9969619,-122.0260220,3.61789752787445E-05,0.029495097129247
2577,06,013,313102,1,060133131021,Block Group 1,G5030,S,1297304,27064,+38.0054139,-121.8636983,0.000135856088036235,0.0571860457823002
2578,06,013,313102,2,060133131022,Block Group 2,G5030,S,651793,0,+38.0001117,-121.8640107,6.68571028654696E-05,0.0468911517769443
2579,06,013,313206,2,060133132062,Block Group 2,G5030,S,266273,0,+38.0156710,-121.8973504,2.73182031378383E-05,0.0212947107448551
2580,06,013,313205,1,060133132051,Block Group 1,G5030,S,1481528,0,+38.0162991,-121.9166488,0.000151999194258678,0.0797593043423395
2581,06,013,329000,2,060133290002,Block Group 2,G5030,S,750038,0,+38.0048231,-122.0312687,7.6939139944443E-05,0.0507677278391093
2582,06,013,329000,3,060133290003,Block Group 3,G5030,S,473767,0,+37.9928879,-122.0362151,4.85915265926451E-05,0.0327617548376844
2583,06,013,329000,4,060133290004,Block Group 4,G5030,S,879867,0,+37.9837294,-122.0371314,9.02314004633809E-05,0.0408495776269334
2584,06,013,330000,2,060133300002,Block Group 2,G5030,S,675619,0,+37.9909801,-122.0266127,6.92921867084806E-05,0.0396684792271772
2585,06,013,343001,4,060133430014,Block Group 4,G5030,S,801025,0,+37.8949334,-122.0494340,8.20485661279236E-05,0.0410076558870516
2586,06,013,334200,2,060133342002,Block Group 2,G5030,S,1175857,0,+37.8565282,-122.0338509,0.000120380730095349,0.0653476738983564
2587,06,013,345101,1,060133451011,Block Group 1,G5030,S,359578,0,+37.7309337,-121.9444101,3.67512839147821E-05,0.0411775680071353
2588,06,013,345101,3,060133451013,Block Group 3,G5030,S,578229,0,+37.7345365,-121.9357219,5.91002440160082E-05,0.0361180042354191
2589,06,013,313204,1,060133132041,Block Group 1,G5030,S,579085,0,+38.0046274,-121.8979562,5.94024622841971E-05,0.0330129512145368
2590,06,013,313204,3,060133132043,Block Group 3,G5030,S,369308,0,+37.9993172,-121.9004562,3.78809572794125E-05,0.0337803191551205
2591,06,013,330000,3,060133300003,Block Group 3,G5030,S,455406,0,+37.9848307,-122.0222599,4.67032914457377E-05,0.0334842733641802
2592,06,013,331000,1,060133310001,Block Group 1,G5030,S,205720,0,+37.9824811,-122.0112150,2.10964612961106E-05,0.0216117300215717
2593,06,013,331000,2,060133310002,Block Group 2,G5030,S,748618,0,+37.9784031,-122.0092959,7.67665205785306E-05,0.0485364748547185
2594,06,013,331000,4,060133310004,Block Group 4,G5030,S,504908,0,+37.9721975,-122.0023883,5.17709713676595E-05,0.0316106460498493
2595,06,013,331000,5,060133310005,Block Group 5,G5030,S,654910,0,+37.9738016,-122.0121119,6.71528196107829E-05,0.0362158904237573
2596,06,013,345101,4,060133451014,Block Group 4,G5030,S,382191,0,+37.7274051,-121.9319127,3.90601680919644E-05,0.0303049091863531
2597,06,013,345102,2,060133451022,Block Group 2,G5030,S,572038,0,+37.7468124,-121.9509623,5.8478093251324E-05,0.0319263397401539
2598,06,013,345102,3,060133451023,Block Group 3,G5030,S,643239,0,+37.7463936,-121.9444633,6.57561481602897E-05,0.0392252508362517
2599,06,013,338101,3,060133381013,Block Group 3,G5030,S,278765,0,+37.9486521,-122.0461151,2.85742517007748E-05,0.0334958087482574
2600,06,085,506803,1,060855068031,Block Group 1,G5030,S,659861,0,+37.2470434,-121.9177770,6.70134882057027E-05,0.0331398755927627
2601,06,085,511705,1,060855117051,Block Group 1,G5030,S,12543868,0,+37.4057029,-122.1619140,0.00127656723043401,0.204567523481597
